Case UPC,Item UPC,Client,Pack / Size / UOM,Item Description,DBW Group,Primary PG,Secondary DBW Group,Units to Cases - (Case Count)
1513,,JMSMUC,48 / 1 / EA,DN KCUP PPK BLU OR FS,,COFF SHIPPERS/DISPLAYS/PALLETS,COFFEE DN,48
1516,1516,JMSMUC,4 / 9.7 / OZ,DUNKIN COLD 22 CT K-CUP,LP403562,DN KCUP 22 CT,COFFEE DN,4
1517,46,JMSMUC,24 / 12 / OZ,DN 12Z ORIGINAL PDQ,LP403431,COFF SHIPPERS/DISPLAYS/PALLETS,COFFEE DN,24
51,51,JMSMUC,6 / 12 / OZ,DN CAF WB ORIGINAL BLEND,LP401419,DN PPK BAG FLVRD 11 OZ,COFFEE DN,6
1523,1523,JMSMUC,4 / 8.14 / OZ,DUNKIN SMORES 22 CT K-CUP,LP403655,DN KCUP 22 CT,COFFEE DN,4
1524,1524,JMSMUC,6 / 3.7 / OZ,DN HLDAY BLND 10 CT K-CUP,LP403563,DN KCUP 10 CT,COFFEE DN,6
1525,1525,JMSMUC,4 / 8.14 / OZ,DN HLDAY BLND 22 CT K-CUP,LP403564,DN KCUP 22 CT,COFFEE DN,4
1528,1528,JMSMUC,6 / 40 / FO,BUSTELO DECAF MS RDT ESPR,LP403865,BS RTD ESPR COFFEE 40 FO,COFFEE BS,6
1548,,JMSMUC,28 / 1 / EA,MKB FALL APL CN PPKN DS,LP403907,COFF SHIPPERS/DISPLAYS/PALLETS,PET MKB,28
1598,1598,JMSMUC,6 / 11 / OZ,DN HOLIDAY BLND R&G CFFE,LP403557,DN PPK BAG FLVRD 11 OZ,COFFEE DN,6
1611,,JMSMUC,48 / 1 / EA,DN KCUP POL PEP/HC FS,LP403582,DISPLAY ONLY ITEMS,COFFEE DN,48
1624,1624,JMSMUC,4 / 9.7 / OZ,DN COLD CRML 22 CT K-CUP,LP403562,DN KCUP 22 CT,COFFEE DN,4
1632,1632,JMSMUC,12 / 1.02 / OZ,DUNKIN CLD PWD INST CFFE,LP403716,DN COLD INSTATN 1.02 OZ,COFFEE DN,12
1633,1633,JMSMUC,12 / 1.02 / OZ,DUNKIN CLD PWD INST CARML,LP403716,DN COLD INSTATN 1.02 OZ,COFFEE DN,12
00055A,55,JMSMUC,6 / 36 / OZ,BUSTELO CAN,LP401583,BS CAN 36 OZ,COFFEE BS,6
1634,1634,JMSMUC,4 / 11.86 / OZ,DN DEC ORGNL 32 CT K-CUP,LP401431,DN KCUP 32 CT,COFFEE DN,4
1635,1635,JMSMUC,4 / 11.86 / OZ,DN FRNCH VAN 32 CT K-CUP,LP401431,DN KCUP 32 CT,COFFEE DN,4
1641,1641,JMSMUC,6 / 18 / OZ,DN ORIGINAL R&G CFFE BAG,LP403704,DN PPK BAG 16.5-18 OZ,COFFEE DN,6
1643,1643,JMSMUC,6 / 18 / OZ,DN ORIGINAL WB CFFE BAG,LP403704,DN PPK BAG 16.5-18 OZ,COFFEE DN,6
1644,1644,JMSMUC,6 / 18 / OZ,DN DECAF ORGL R&G CFE BAG,LP403704,DN PPK BAG 16.5-18 OZ,COFFEE DN,6
1645,1645,JMSMUC,6 / 18 / OZ,DN FRNCH VAN R&G CFFE BAG,LP403704,DN PPK BAG 16.5-18 OZ,COFFEE DN,6
1646,1646,JMSMUC,6 / 18 / OZ,DN HAZELNUT R&G CFFE BAG,LP403704,DN PPK BAG 16.5-18 OZ,COFFEE DN,6
1647,1647,JMSMUC,6 / 16.5 / OZ,DN MIDNIGHT R&G CFE BAG,LP403704,DN PPK BAG 16.5-18 OZ,COFFEE DN,6
1649,1649,JMSMUC,6 / 31 / OZ,DN BLK CLD BRW COFFE CONC,LP403730,DN BLK COFFEE CONC 31 FO,COFFEE DN,6
1650,1649,JMSMUC,36 / 31 / OZ,DN COLD CFE CONC BLK FS,LP403762,COFF SHIPPERS/DISPLAYS/PALLETS,COFFEE DN,36
00055B,55,JMSMUC,12 / 18 / OZ,SMUCKERS GOOBER GRP,LP400204,SM GOOBER 18 OZ,FHS SM,12
1651,,JMSMUC,51 / 1 / EA,DN CLD CFE/INS BLK FS,LP403761,COFF SHIPPERS/DISPLAYS/PALLETS,COFFEE DN,51
1652,1652,JMSMUC,6 / 31 / OZ,DUNKIN PMPK SPC CFFE CONC,LP403734,DN BLK COFFEE CONC 31 FO,COFFEE DN,6
1653,1653,JMSMUC,6 / 31 / OZ,DUNKIN CRML CFFE CONC,LP403852,DN BLK COFFEE CONC 31 FO,COFFEE DN,6
1654,1654,JMSMUC,4 / 7 / OZ,DN FRENCH VAN R&G CFE BAG,LP403798,DN BAG 7 OZ,COFFEE DN,4
1655,1655,JMSMUC,4 / 7 / OZ,DN COLOMBIAN R&G CFFE BAG,LP403798,DN BAG 7 OZ,COFFEE DN,4
1656,1656,JMSMUC,4 / 7 / OZ,DN CRML ME CRZY GR CFE BG,LP403798,DN BAG 7 OZ,COFFEE DN,4
1657,1657,JMSMUC,4 / 7 / OZ,DN HAZELNUT R&G CFFE BAG,LP403798,DN BAG 7 OZ,COFFEE DN,4
1658,1658,JMSMUC,4 / 7 / OZ,DN MIDNIGHT R&G CFFE BAG,LP403798,DN BAG 7 OZ,COFFEE DN,4
1659,1659,JMSMUC,4 / 7 / OZ,DN CINNAMANIA R&G CFE BAG,LP403798,DN BAG 7 OZ,COFFEE DN,4
1660,1660,JMSMUC,4 / 7 / OZ,DN CNDYD ALMD R&G CFE BAG,LP403798,DN BAG 7 OZ,COFFEE DN,4
00055C,46,JMSMUC,36 / 12 / OZ,DD CAFF GRN ORG BLN FS,LP401416,COFF SHIPPERS/DISPLAYS/PALLETS,COFFEE DN,36
1661,1661,JMSMUC,4 / 7 / OZ,DN TURTLE LOVE R&G CFE BG,LP403798,DN BAG 7 OZ,COFFEE DN,4
1664,1652,JMSMUC,36 / 31 / OZ,DN PMPK SPC CFFE CONC FS,LP403764,COFF SHIPPERS/DISPLAYS/PALLETS,COFFEE DN,36
1666,,JMSMUC,36 / 31 / OZ,DN CLD CFE PMPKN/BLK FS,LP403760,COFF SHIPPERS/DISPLAYS/PALLETS,COFFEE DN,36
1668,1653,JMSMUC,36 / 31 / OZ,DUNKIN CRML CFFE CONC FS,LP403822,COFF SHIPPERS/DISPLAYS/PALLETS,COFFEE DN,36
1670,1670,JMSMUC,4 / 11.86 / OZ,DUNKIN HZLNT 32 CT K-CUP,LP401431,DN KCUP 32 CT,COFFEE DN,4
1671,,JMSMUC,48 / 1 / EA,DN KCUP PPK SMORES FS,LP403816,COFF SHIPPERS/DISPLAYS/PALLETS,COFFEE DN,48
1672,1672,JMSMUC,6 / 31 / OZ,DN SMORES CONCENTRATE,LP403833,DN BLK COFFEE CONC 31 FO,COFFEE DN,6
1696,1696,JMSMUC,200 / 0.5 / OZ,SMCKR ASSORTMENT PLASTIC,,SM JAM/JELLY/PRSRV/HONEY .05 O,FHS SM,200
1698,1698,JMSMUC,200 / 0.5 / OZ,SMCKR SDLSS BLKBR JM PLST,,SM JAM/JELLY/PRSRV/HONEY .05 O,FHS SM,200
1700,1700,JMSMUC,12 / 16 / OZ,SMUCKERS CREAMY PBTR,LP400209,SM NAT PB 16 OZ,FHS SM,12
16,16,JMSMUC,4 / 14 / OZ,FOLGERS BLK SLK FP 10 PK,LP401728,FG FRAC PAC 10 CT 14 OZ,COFFEE FG,4
65,65,JMSMUC,12 / 18 / OZ,SMCKR GOOBER STRWBR,LP400204,SM GOOBER 18 OZ,FHS SM,12
1701,1701,JMSMUC,12 / 16 / OZ,SM CHUNKY NATURAL PBTR,LP400209,SM NAT PB 16 OZ,FHS SM,12
00095B,,JMSMUC,36 / 1 / EA,DN 11-12Z GROUND MIXED FS,LP401429,COFF SHIPPERS/DISPLAYS/PALLETS,,36
1704,1704,JMSMUC,12 / 12 / OZ,SM NOSLT CREAMY NAT PBTR,LP400228,SM NAT PB 12 OZ,FHS SM,12
1705,1705,JMSMUC,12 / 10 / OZ,BUSTELO SUPREME BRICK,LP401597,BS CAN 10 OZ,COFFEE BS,12
01706A,1706,JMSMUC,6 / 11 / OZ,DN BUTTER PECAN GR CF BAG,LP403880,DN PPK BAG FLVRD 11 OZ,COFFEE DN,6
669,298,JMSMUC,48 / 3.7 / OZ,DN GR ORIG 10CT K-CUP FS,LP401433,COFF SHIPPERS/DISPLAYS/PALLETS,,48
1707,,JMSMUC,48 / 1 / EA,DN KCUP PPK SMORE/ORIG FS,LP403848,COFF SHIPPERS/DISPLAYS/PALLETS,COFFEE DN,48
1708,1708,JMSMUC,6 / 3.7 / OZ,DN BTR PCN 10 CT K-CUP,LP403882,DN KCUP 10 CT,COFFEE DN,6
1709,1709,JMSMUC,4 / 8.14 / OZ,DN BTR PCN 22 CT K-CUP,LP403883,DN KCUP 22 CT,COFFEE DN,4
1711,1711,JMSMUC,4 / 8.14 / OZ,DN GINGBRD 22 CT K-CUP,LP403884,DN KCUP 22 CT,COFFEE DN,4
75,75,JMSMUC,12 / 12 / OZ,SM APRICOT PRESERVES,LP400226,SM JAM/JELLY/PRSRVS 12 OZ,FHS SM,12
1712,1712,JMSMUC,6 / 11 / OZ,DN GINGERBREAD R&G CF BAG,LP403881,DN PPK BAG FLVRD 11 OZ,COFFEE DN,6
1714,1714,JMSMUC,6 / 31 / FO,DN FRENCH VAN CONCENTRATE,,DN COLD BREW  6 CT 6/31 OZ,COFFEE DN,6
1715,1715,JMSMUC,12 / 10 / OZ,BUSTELO SUPREME CAN,LP401596,BS CAN 10 OZ,COFFEE BS,12
1716,1716,JMSMUC,6 / 3.5 / OZ,DN MNT CHIP 10 CT K-CUP,LP403910,DN KCUP 10 CT,COFFEE DN,6
1717,1717,JMSMUC,4 / 7.76 / OZ,DN MNT CHIP 22 CT K-CUP,LP403909,DN KCUP 22 CT,COFFEE DN,4
1720,1720,JMSMUC,24 / 10 / OZ,CAFE BUSTELO BRICK PACKS,LP401606,BS BRICK 10 OZ,COFFEE BS,24
1721,1721,JMSMUC,6 / 40 / OZ,BUSTELO FAMILY BRICK 4 PK,LP402161,BS RTD ESPR COFFEE 40 FO,COFFEE BS,6
1722,,JMSMUC,84 / 1 / EA,DN FALL PPK/KCUP/CON QP,LP403915,COFF SHIPPERS/DISPLAYS/PALLETS,COFFEE DN,84
1728,1728,JMSMUC,6 / 11 / OZ,DN MINT CHIP R&G CFFE BAG,,DN PPK BAG FLVRD 11 OZ,COFFEE DN,6
1729,,JMSMUC,48 / 1 / EA,DN KCUP PPK MINT/BLUB FS,,COFF SHIPPERS/DISPLAYS/PALLETS,COFFEE DN,48
76,76,JMSMUC,6 / 11 / OZ,DUNKIN CAF GR MIDNIGHT,LP401419,DN PPK BAG FLVRD 11 OZ,COFFEE DN,6
1731,1731,JMSMUC,6 / 31 / FO,DN BTR PECAN CONCENTRATE,LP404568,DN COLD BREW  6 CT 6/31 OZ,COFFEE DN,6
1733,1733,JMSMUC,6 / 3.7 / OZ,DN APL CDR DNT 10CT K-CUP,LP404867,DN KCUP 10 CT,COFFEE DN,6
1734,1734,JMSMUC,4 / 16.29 / OZ,DN FRENCH VAN 44 CT K-CUP,LP402814,DN KCUP 44 CT,COFFEE DN,4
1735,1735,JMSMUC,4 / 16.29 / OZ,DUNKIN DECAF 44 CT K-CUPS,LP402814,DN KCUP 44 CT,COFFEE DN,4
1736,1736,JMSMUC,6 / 11 / OZ,DN APL CDR DNT R&G BAG,LP404868,DN PPK BAG FLVRD 11 OZ,COFFEE DN,6
1745,1745,JMSMUC,12 / 16 / OZ,BUSTELO BRICK,LP401594,BS BRICK 16 OZ,COFFEE BS,12
1783,1783,JMSMUC,6 / 3.7 / OZ,DN GINGERBREAD 10CT K-CUP,,DN KCUP 10 CT,COFFEE DN,6
1785,,JMSMUC,48 / 1 / EA,DN KCUP PPK PKN ACD FS,,COFF SHIPPERS/DISPLAYS/PALLETS,COFFEE DN,48
1790,,JMSMUC,48 / 1 / EA,DN KCUP PPK WC PEP GBD FS,,DN KCUP PPK FS 48/1 EAT,COFFEE DN,48
1791,,JMSMUC,48 / 1 / EA,DN KCUP PPK MINT BP FS,,COFF SHIPPERS/DISPLAYS/PALLETS,COFFEE DN,48
668,,JMSMUC,51 / 1 / EA,DN KCUP PPK ORIGINAL FS,LP401384,COFF SHIPPERS/DISPLAYS/PALLETS,,51
1807,1807,JMSMUC,6 / 7.9 / OZ,DN COCF MCH K-CUP 10 CT,,DN KCUP 10 CT,COFFEE DN,6
1892,1892,JMSMUC,6 / 4.44 / OZ,BSTL CON LECHE 10 K-CUP,LP402137,BS KCUP 10-12,COFFEE BS,6
1894,1894,JMSMUC,4 / 10.65 / OZ,BSTL CON LECH 24 K-CUP,LP402554,BS KCUP 24,COFFEE BS,4
1895,1895,JMSMUC,4 / 17.77 / OZ,BSTL ESPR 48 K-CUP ST1,LP402729,CAFE BUSTELO 32-48 K CUP,COFFEE BS,4
1896,1896,JMSMUC,4 / 11.85 / OZ,BSTL ESPRESSO 32 K-CUP,LP402775,CAFE BUSTELO 32-48 K CUP,COFFEE BS,4
1984,1984,JMSMUC,200 / 0.5 / OZ,SMCKR APPLE BTTR PLASTIC,,SM JAM/JELLY/PRSRV/HONEY .05 O,FHS SM,200
2208,2208,JMSMUC,12 / 12 / OZ,SMUCKER GRAPE JELLY,LP400229,SM JAM/JELLY/PRSRVS 12 OZ,FHS SM,12
2209,2209,JMSMUC,12 / 12 / OZ,SUMCKERS GUAVA JELLY,LP400225,SM CIDER APPLE BTR 11 OZ,FHS SM,12
2215,2215,JMSMUC,12 / 12 / OZ,SMUCKER STRAWBERRY JELLY,LP400225,SM JAM/JELLY/PRSRVS 12 OZ,FHS SM,12
2277,2277,JMSMUC,100 / 1.1 / OZ,SMCKR SF BRKFS SYRP PLSTC,LP402468,SM BRKFST SYRUP 1 OZ,FHS SM,100
863,,JMSMUC,315 / 1 / EA,DN VRTCL MIXED HALF PLT,LP401378,COFF SHIPPERS/DISPLAYS/PALLETS,,315
2284,2284,JMSMUC,100 / 2.1 / OZ,SMCKR BRKFST SYRUP PLSTC,LP400242,SM BRKFST SYRUP 2.1 OZ,FHS SM,100
2349,40225,JMSMUC,6 / 22.5 / OZ,CCO SNG IAB BF&CH,LP401547,CANINE CARRY OUTS 6/22.5 OZ,PET CCO,6
2511,2511,JMSMUC,12 / 20 / OZ,SMCKR SND SYRP BTTRSCOTCH,LP400184,SM SUNDAE SYRUPS,FHS SM,12
2512,2512,JMSMUC,12 / 20 / OZ,SMUCKER SUNDAE SYRP CRML,LP400184,SM SUNDAE SYRUPS,FHS SM,12
2513,2513,JMSMUC,12 / 20 / OZ,SMCKR SUNDAE SYRUP CHOC,LP400184,SM SUNDAE SYRUPS,FHS SM,12
2514,2514,JMSMUC,12 / 20 / OZ,SM SUNDAE SYRUP STWBRY,LP400184,SM SUNDAE SYRUPS,FHS SM,12
2518,2518,JMSMUC,12 / 19.25 / OZ,SMCKR SF CARAMEL SND SYRP,LP400193,SM SUGAR FREE SUNDAE SYRUP,FHS SM,12
2522,2522,JMSMUC,12 / 19 / OZ,SMCKR SF CHOC SND SYRP,LP400193,SM SQUEEZE 19 OZ,FHS SM,12
2666,,JMSMUC,12 / 3.15 / LB,MEOW MIX DRY NAT FSTD,LP404724,MM DRY SML BAG 3.05- 3.15 LB,PET MM,12
2697,2697,JMSMUC,4 / 22.5 / OZ,CCO CHKN NGT DOG TREAT,LP401547,CANINE CARRY OUTS 4/22.5 OZ,PET CCO,4
79,79,JMSMUC,12 / 12 / OZ,SM BLUEBERRY PRESERVES,LP400226,SM JAM/JELLY/PRSRVS 12 OZ,FHS SM,12
620,109,JMSMUC,12 / 10 / OZ,EL PICO BRICK,LP401355,ELP BRICK 10 OZ,,12
78940,,JMSMUC,108 / 22.6 / OZ,FG 22.6 OZ MX2 VRT HLF PL,LP403565,COFF SHIPPERS/DISPLAYS/PALLETS,,108
2914,82044,JMSMUC,6 / 32 / OZ,SM STRAW JAM GLS TWNPK,LP400156,SM JAM/JELLY/PRSRV TP 32 OZ,FHS SM,6
2957,2219,JMSMUC,8 / 32 / OZ,SM RED RASP PRESERVES,LP400158,SM PLTSCPRS ASST 19 OZ,FHS SM,8
31398,,JMSMUC,108 / 22.6 / OZ,FG 22.6 OZ MX3 VRT HLF PL,LP403567,COFF SHIPPERS/DISPLAYS/PALLETS,,108
3017,32163,JMSMUC,5 / 8 / OZ,MKB DD VAN GLZ FLV DIP DT,LP404778,MKB DIPPED SNCKS 8-12 OZ,PET MKB,5
91688,,JMSMUC,294 / 1 / EA,FG 22.6-25.9 CAF AST1 DRP,LP403570,COFF SHIPPERS/DISPLAYS/PALLETS,,294
4151,4151,JMSMUC,1 / 14.2 / LB,MM TC BB BF SM DCF,LP404523,MM TENDER CENTERS PLT 14.2 LB,PET MM,1
4231,4231,JMSMUC,12 / 14.5 / OZ,SMUCKERS SUGFR BKFAST SYR,LP400218,SM SUGAR FREE SYRUP,FHS SM,12
4238,4238,JMSMUC,6 / 11 / OZ,BS DARK R&G CFFE PPK,LP404693,BS COFFEE PPK 6/11 OZ,COFFEE BS,6
79975,,JMSMUC,168 / 1 / EA,FG 22.6-25.9 CAF AST3 DRP,LP403592,COFF SHIPPERS/DISPLAYS/PALLETS,,168
36284,,JMSMUC,168 / 1 / EA,FG 22.6-25.9 CFF ASTD DRP,LP403569,COFF SHIPPERS/DISPLAYS/PALLETS,,168
4450,4450,JMSMUC,12 / 11.75 / OZ,SMCKR SF HOT FDGE TOPPING,LP400234,SM PB SPOONABLE,FHS SM,12
36520,,JMSMUC,294 / 1 / EA,FG 22.6-25.9Z CAF AST3 DP,LP403571,COFF SHIPPERS/DISPLAYS/PALLETS,,294
30408,30407,JMSMUC,294 / 25.9 / OZ,FG 25.9Z CLASSIC RST PLT,LP403397,COFF SHIPPERS/DISPLAYS/PALLETS,,294
4625,65,JMSMUC,336 / 18 / OZ,SMUCKERS GBR STRW DRP,LP400169,SM GOOBER 18 OZ,FHS SM,1
51173,,JMSMUC,432 / 1 / EA,FG BS 10 CT K-CUP DRP,LP404848,COFF SHIPPERS/DISPLAYS/PALLETS,,432
5054,5054,JMSMUC,12 / 19.5 / OZ,SMCKR CHOC PLATESCAPERS,LP403862,SM VAN PLTSCPT 19.5 OZ,FHS SM,12
5055,5055,JMSMUC,12 / 19.5 / OZ,SMCKR CARAMEL PLATESCPRS,LP403863,SM VAN PLTSCPT 19.5 OZ,FHS SM,12
5057,5057,JMSMUC,12 / 19.25 / OZ,SM RASPBERRY PLTSCAPR,LP402469,SM VAN PLTSCPT 19.5 OZ,FHS SM,12
46003,,JMSMUC,72 / 1 / EA,FG CAN/K-CUP MXD QTR PLT,LP404871,COFF SHIPPERS/DISPLAYS/PALLETS,,72
81,81,JMSMUC,12 / 12 / OZ,SMUCKERS CHERRY PRESERVES,LP400226,SM JAM/JELLY/PRSRVS 12 OZ,FHS SM,12
5063,5063,JMSMUC,12 / 19.5 / OZ,SUMCKERS VANILLA PLTSCAPR,LP403864,SM VAN PLTSCPT 19.5 OZ,FHS SM,12
5064,5064,JMSMUC,12 / 19 / OZ,SMCKR PLATESCAPERS ASRT,,SM SQUEEZE 19 OZ,FHS SM,12
5330,5330,JMSMUC,12 / 16 / OZ,SM CREAMY ORGNC PBTR,LP400210,SM PB SPOONABLE,FHS SM,12
5331,5331,JMSMUC,12 / 16 / OZ,SM CHUNKY ORGNC PBTR,LP400210,SM PB SPOONABLE,FHS SM,12
5384,5384,JMSMUC,6 / 9 / OZ,BUSTELO ORGN COL BLND R&G,LP402960,BS ORGN CAN 9-10 OZ,COFFEE BS,6
5555,5555,JMSMUC,200 / 0.375 / OZ,SM SF ASSORTMENT PLASTIC,,SM SF ASST .375 OZ,FHS SM,200
5682,2682,JMSMUC,6 / 12 / OZ,SMCKR  BLUEBERRY SYRUP,LP400232,SM FRUIT SYRUPS 12 OZ,FHS SM,6
5684,2684,JMSMUC,6 / 12 / OZ,SM RED RASPBERRY SYR,LP400232,SM FRUIT SYRUPS 12 OZ,FHS SM,6
5685,2685,JMSMUC,6 / 12 / OZ,SMCKR  STRWBR SYRUP,LP400232,SM FRUIT SYRUPS 12 OZ,FHS SM,6
5711,5711,JMSMUC,12 / 20 / OZ,SMUCKER SQZ GRAPE JELLY,LP400186,SM GRAPE SQUEEZE 12 OZ,FHS SM,12
83,83,JMSMUC,12 / 12 / OZ,SMCKR GRAPE JAM,LP400229,SM JAM/JELLY/PRSRVS 12 OZ,FHS SM,12
5715,5715,JMSMUC,12 / 17.4 / OZ,SM SQZ RD SUGAR STRAW,LP400185,SM SUGAR FREE SQUEEZE 16.5 OZ,FHS SM,12
5722,5722,JMSMUC,12 / 20 / OZ,SMUCKER SQZ STRAWBERRY,LP400185,SM GRAPE SQUEEZE 12 OZ,FHS SM,12
26411,68116,JMSMUC,24 / 10.3 / OZ,FG CLS RST MTL CAN FS,LP404931,COFF SHIPPERS/DISPLAYS/PALLETS,,24
6099,6099,JMSMUC,150 / 0.9 / OZ,FLGRS CAFF REG FRACTION,,FG FRAC PAC 150 CT 0.9-2 OZ,COFFEE FG,150
6100,6100,JMSMUC,150 / 1.05 / OZ,FLGRS CAFF REG FRACTION,,FG FRAC PAC 150 CT 0.9-2 OZ,COFFEE FG,150
6114,6114,JMSMUC,160 / 0.9 / OZ,FLGRS CAFFEINE REG FLTRPK,LP402960,FG CAF RG FIL PK 0.9-1.05 OZ,COFFEE FG,160
6115,6115,JMSMUC,160 / 1.05 / OZ,FLGRS CAFF REG FILTER,,FG CAF RG FIL PK 0.9-1.05 OZ,COFFEE FG,160
6119,6119,JMSMUC,1 / 36 / EA,FOLGERS CLSC DCF WNDPK,LP402467,FG FRAC PK .8-.9 OZ,COFFEE FG,1
6125,6125,JMSMUC,1 / 36 / EA,FOLGERS CLSC RST,LP403510,FG FRAC PK .8-.9 OZ,COFFEE FG,1
6136,6136,JMSMUC,80 / 0.9 / OZ,FLGRS DECAFF FILTER PACK,LP402960,FG DECAF FLT PK 0.9 OZ,COFFEE FG,80
84,84,JMSMUC,12 / 12 / OZ,SMCKR SWEET ORNG MRMLD,LP400225,SM JAM/JELLY/PRSRVS 12 OZ,FHS SM,12
6138,6138,JMSMUC,80 / 1.05 / OZ,FLGRS DECAFF FILTER,,FG DECAF FLT PK 0.9 OZ,COFFEE FG,80
6196,,JMSMUC,48 / 1 / EA,CAFE BSTLO KCUP PPK MX FS,LP404852,CAFE BUSTELO 32-48 K CUP,COFFEE BS,48
6200,6200,JMSMUC,6 / 26 / OZ,SM CHUNKY NATURAL PBTR,LP400173,SM NAT PB 26 OZ,FHS SM,6
6215,6215,JMSMUC,92 / 0.9 / OZ,FLGRS DECAFF FRACTION,,FG FRAC PAC 92 CT 0.9-1.05 OZ,COFFEE FG,92
6216,6216,JMSMUC,92 / 1.05 / OZ,FLGRS DECAFF FRACTION,,FG FRAC PAC 92 CT 0.9-1.05 OZ,COFFEE FG,92
6239,6239,JMSMUC,40 / 0.9 / OZ,FLGRS CAFFEINE REG FLTRPK,LP402960,FG CAFF REG FIL PK 40 CT 0.9OZ,COFFEE FG,40
6337,6337,JMSMUC,4 / 22.5 / OZ,CCO SWEET SCOP DOG TREAT,LP404790,CANINE CARRY OUTS 4/22.5 OZ,PET CCO,4
6442,6442,JMSMUC,100 / 1.75 / OZ,FLGRS CAFF COLOMBIAN,,FG FRAC PAC 100 CT 1.75 OZ,COFFEE FG,100
6546,6546,JMSMUC,200 / 0.6 / OZ,FLGRS CAFF REG IN-ROOM,,FG FIL PK 0.6 OZ,COFFEE FG,200
6547,6547,JMSMUC,200 / 0.6 / OZ,FLGRS DECAFF GRN IN-ROOM,,FG FIL PK 0.6 OZ,COFFEE FG,200
17,17,JMSMUC,12 / 11.75 / OZ,SM SUG FREE CRML TPG,LP400234,SM PB SPOONABLE,FHS SM,12
86,86,JMSMUC,12 / 12 / OZ,SMCKR PEACH PRESERVES,LP400225,SM JAM/JELLY/PRSRVS 12 OZ,FHS SM,12
57424,,JMSMUC,48 / 1 / EA,FG KCUP CLS/LV/BLK FS,LP404698,COFF SHIPPERS/DISPLAYS/PALLETS,,48
6824,6824,JMSMUC,6 / 26 / OZ,SM CREAMY NATURAL PBTR,LP400173,SM NAT PB 26 OZ,FHS SM,6
6895,6895,JMSMUC,1 / 16 / OZ,FOLGERS CAFF INST CAF JAR,,DISPLAY ONLY ITEMS,COFFEE FG,1
6900,6900,JMSMUC,160 / 0.9 / OZ,FLGRS REG SPCL RST FLTR,,FG CAF RG FIL PK 0.9-1.05 OZ,COFFEE FG,160
6922,6895,JMSMUC,288 / 16 / OZ,FOLGERS CAF INS JAR PLT,LP401306,COFF SHIPPERS/DISPLAYS/PALLETS,COFFEE FG,288
6923,6895,JMSMUC,480 / 16 / OZ,FOLGERS CAF INS JAR PLT,LP401307,COFF SHIPPERS/DISPLAYS/PALLETS,COFFEE FG,480
69030,46991,JMSMUC,48 / 2.98 / OZ,FG MARDI GRAS 10CT KCP FS,,COFF SHIPPERS/DISPLAYS/PALLETS,,48
7121,30418,JMSMUC,210 / 33.7 / OZ,FOLGERS CAN CLSC RST DRP,LP403591,COFF SHIPPERS/DISPLAYS/PALLETS,COFFEE FG,210
7243,7243,JMSMUC,6 / 20 / OZ,JIF CRMY SQZ PBTR 4PK,LP403721,JIF SQZ 4 K 6/20 OZ,FHS JF,6
7565,7565,JMSMUC,8 / 40 / OZ,JIF NAT CRUNCHY PNT BTTR,LP403519,JF PG 40 OZ,FHS JF,8
87,87,JMSMUC,12 / 12 / OZ,SM PINEAPPLE PRESERVES,LP400225,SM JAM/JELLY/PRSRVS 12 OZ,FHS SM,12
20755,,JMSMUC,27 / 32 / EA,FGRS 32CT  KCUP MIXED FS,LP403307,COFF SHIPPERS/DISPLAYS/PALLETS,,27
8051,8051,JMSMUC,1 / 0.75 / OZ,JIF PEANUT BUTTER PLASTIC,,JF PB .75 OZ,FHS JF,1
8069,8069,JMSMUC,12 / 4.5 / OZ,CCO SWEET SCOOPS,LP404791,CANINE CARRY OUTS 12/4.5 OZ,PET CCO,12
8102,8102,JMSMUC,6 / 4.5 / LB,JIF NATURAL PNT BTTR SCE,LP403519,JF PB 4.5 LB,FHS JF,6
8107,8107,JMSMUC,4 / 1.7 / OZ,BUSTELO BRAZIL CAPS 10 PK,LP402505,BS SPR CAP 10 CT 1.7 OZ,COFFEE BS,4
8113,8113,JMSMUC,6 / 48 / OZ,SMCKR GRAPE JELLY,,SM JAM/JELLY/PRSRV 48 OZ,FHS SM,6
8201,8201,JMSMUC,200 / 0.5 / OZ,SM NAT STRWBR JAM,,SM JAM/JELLY/PRSRV/HONEY .05 O,FHS SM,200
8202,8202,JMSMUC,200 / 0.5 / OZ,SMCKR NAT CONCORD GRP JAM,LP402463,SM JAM/JELLY/PRSRV/HONEY .05 O,FHS SM,200
9459,57964,JMSMUC,60 / 4.5 / OZ,MKB PB BITES PB & BACN DS,LP404930,PET SHIPPERS/DISPLAY/PALLETS,PET MKB,60
10042,10042,JMSMUC,5 / 12 / OZ,MKB PP TRICK OR TRT BAG,LP403537,MKB SEASONAL 5/12 OZ,PET MKB,5
89,89,JMSMUC,12 / 12 / OZ,SMCKR RED RSPBR PRESERVES,LP400226,SM JAM/JELLY/PRSRVS 12 OZ,FHS SM,12
10052,10052,JMSMUC,6 / 22 / OZ,BUSTELO GR CAN,LP402020,BS CAN 22 OZ,COFFEE BS,6
10100,10100,JMSMUC,12 / 10 / OZ,PILON CAN,LP400490,PI BRICK BAG 10 OZ,COFFEE PI,12
10101,10101,JMSMUC,24 / 10 / OZ,CAFE PILON BRICK COFFEE,LP400492,CAFE PILON BRICK 24/10 OZ,COFFEE PI,24
